code,current_losses,current_ties,current_wins,d_rating,goal_diff,group,group_1,group_2,group_3,group_4,id,losses,make_final,make_quarters,make_second_round,make_semis,name,o_rating,sdr_id,ties,win_final,wins,win_league,make_round_of_16,last_updated
JUV,0.0,2.0,4.0,0.5255,9.0,H,1.0,0.0,0.0,0.0,111,0.0,0.32228,0.99376,1.0,0.5864,Juventus,2.26111,73847,2.0,0.16646,4.0,0.16646,1.0,2017-02-27 21:54
KIEV,3.0,2.0,1.0,0.80262,2.0,B,0.0,0.0,0.0,1.0,440,3.0,0.0,0.0,0.0,0.0,Dynamo Kiev,1.92951,74217,2.0,0.0,1.0,0.0,0.0,2017-02-27 21:54
BMU,2.0,0.0,4.0,0.58888,8.0,D,0.0,1.0,0.0,0.0,132,2.0,0.42554,0.98742,1.0,0.66944,Bayern Munich,2.78595,74078,0.0,0.23738,4.0,0.23738,1.0,2017-02-27 21:54
COP,1.0,3.0,2.0,1.04018,5.0,G,0.0,0.0,1.0,0.0,909,1.0,0.0,0.0,0.0,0.0,FC Copenhagen,1.28719,72960,3.0,0.0,2.0,0.0,0.0,2017-02-27 21:54
MGB,3.0,2.0,1.0,0.96463,-7.0,C,0.0,0.0,1.0,0.0,268,3.0,0.0,0.0,0.0,0.0,Borussia Monchengladbach,1.52265,74048,2.0,0.0,1.0,0.0,0.0,2017-02-27 21:54
WAR,4.0,1.0,1.0,1.53239,-15.0,F,0.0,0.0,1.0,0.0,555,4.0,0.0,0.0,0.0,0.0,Legia Warsaw,1.61261,73949,1.0,0.0,1.0,0.0,0.0,2017-02-27 21:54
SCP,5.0,0.0,1.0,0.8532,-3.0,F,0.0,0.0,0.0,1.0,2250,5.0,0.0,0.0,0.0,0.0,Sporting CP,1.70553,74330,0.0,0.0,1.0,0.0,0.0,2017-02-27 21:54
ARS,0.0,2.0,4.0,0.95242,12.0,A,1.0,0.0,0.0,0.0,359,0.0,0.00338,0.01258,1.0,0.00674,Arsenal,2.50665,73616,2.0,0.00162,4.0,0.00162,1.0,2017-02-27 21:54
POR,1.0,2.0,3.0,0.91875,6.0,G,0.0,1.0,0.0,0.0,437,1.0,0.00032,0.00624,1.0,0.00172,FC Porto,1.82819,74329,2.0,0.0001,3.0,0.0001,1.0,2017-02-27 21:54
TOT,3.0,1.0,2.0,0.74688,0.0,E,0.0,0.0,1.0,0.0,367,3.0,0.0,0.0,0.0,0.0,Tottenham Hotspur,2.12861,73602,1.0,0.0,2.0,0.0,0.0,2017-02-27 21:54
SEV,1.0,2.0,3.0,0.90429,4.0,H,0.0,1.0,0.0,0.0,243,1.0,0.09052,0.74868,1.0,0.26272,Sevilla FC,2.0524,93401,2.0,0.03626,3.0,0.03626,1.0,2017-02-27 21:54
BES,1.0,4.0,1.0,1.50455,-5.0,B,0.0,0.0,1.0,0.0,1895,1.0,0.0,0.0,0.0,0.0,Besiktas,1.75653,74202,4.0,0.0,1.0,0.0,0.0,2017-02-27 21:54
PSV,4.0,2.0,0.0,1.17512,-7.0,D,0.0,0.0,0.0,1.0,148,4.0,0.0,0.0,0.0,0.0,PSV,1.85881,93373,2.0,0.0,0.0,0.0,0.0,2017-02-27 21:54
ROS,3.0,2.0,1.0,1.4208,-6.0,D,0.0,0.0,1.0,0.0,3852,3.0,0.0,0.0,0.0,0.0,Rostov,1.39696,74350,2.0,0.0,1.0,0.0,0.0,2017-02-19 21:58
LYON,2.0,2.0,2.0,1.09515,2.0,H,0.0,0.0,1.0,0.0,167,2.0,0.0,0.0,0.0,0.0,Lyon,2.08885,74432,2.0,0.0,2.0,0.0,0.0,2017-02-19 21:58
MAD,0.0,3.0,3.0,0.79575,6.0,F,0.0,1.0,0.0,0.0,86,0.0,0.33146,0.84262,1.0,0.55244,Real Madrid,2.88982,74013,3.0,0.17906,3.0,0.17906,1.0,2017-02-19 21:58
CBKV,6.0,0.0,0.0,1.51857,-12.0,G,0.0,0.0,0.0,1.0,570,6.0,0.0,0.0,0.0,0.0,Club Brugge,1.02543,72883,0.0,0.0,0.0,0.0,0.0,2017-02-19 21:58
BAS,4.0,2.0,0.0,1.31309,-9.0,A,0.0,0.0,0.0,1.0,989,4.0,0.0,0.0,0.0,0.0,Basel,1.85505,93159,2.0,0.0,0.0,0.0,0.0,2017-02-19 21:58
PSG,0.0,3.0,3.0,0.68189,6.0,A,0.0,1.0,0.0,0.0,160,0.0,0.21488,0.93494,1.0,0.46682,Paris Saint-Germain,2.37817,74427,3.0,0.09826,3.0,0.09826,1.0,2017-02-19 21:58
DIN,6.0,0.0,0.0,1.22434,-15.0,H,0.0,0.0,0.0,1.0,597,6.0,0.0,0.0,0.0,0.0,Dinamo Zagreb,1.26939,72934,0.0,0.0,0.0,0.0,0.0,2017-02-19 21:58
DOR,0.0,2.0,4.0,0.88098,12.0,F,1.0,0.0,0.0,0.0,124,0.0,0.1098,0.50146,1.0,0.2418,Borussia Dortmund,2.4258,74050,2.0,0.05088,4.0,0.05088,1.0,2017-02-19 21:58
MON,1.0,2.0,3.0,0.9357,2.0,E,1.0,0.0,0.0,0.0,174,1.0,0.05078,0.32032,1.0,0.1299,AS Monaco,2.29084,74430,2.0,0.02132,3.0,0.02132,1.0,2017-02-19 21:58
LEV,0.0,4.0,2.0,1.04054,4.0,E,0.0,1.0,0.0,0.0,131,0.0,0.04686,0.40384,1.0,0.1393,Bayer Leverkusen,2.02337,74045,4.0,0.0181,2.0,0.0181,1.0,2017-02-19 21:58
MNC,1.0,3.0,2.0,0.71946,2.0,C,0.0,1.0,0.0,0.0,382,1.0,0.21106,0.67968,1.0,0.39722,Manchester City,2.43264,73608,3.0,0.10756,2.0,0.10756,1.0,2017-02-19 21:58
ATL,1.0,0.0,5.0,0.72927,5.0,D,1.0,0.0,0.0,0.0,1068,1.0,0.11682,0.59616,1.0,0.2687,Atletico Madrid,1.87129,74010,0.0,0.0523,5.0,0.0523,1.0,2017-02-19 21:58
LEI,1.0,1.0,4.0,1.24708,1.0,G,1.0,0.0,0.0,0.0,375,1.0,0.00986,0.2683,1.0,0.05302,Leicester City,1.33494,73629,1.0,0.0029,4.0,0.0029,1.0,2017-02-19 21:58
BEN,2.0,2.0,2.0,1.02695,0.0,B,0.0,1.0,0.0,0.0,1929,2.0,0.02696,0.49854,1.0,0.11972,Benfica,2.03295,74332,2.0,0.00834,2.0,0.00834,1.0,2017-02-19 21:58
CSKA,3.0,3.0,0.0,1.15499,-6.0,E,0.0,0.0,0.0,1.0,1963,3.0,0.0,0.0,0.0,0.0,CSKA Moscow,1.4571,74347,3.0,0.0,0.0,0.0,0.0,2017-02-19 21:58
CEL,3.0,3.0,0.0,1.30243,-11.0,C,0.0,0.0,0.0,1.0,256,3.0,0.0,0.0,0.0,0.0,Celtic,2.40609,73714,3.0,0.0,0.0,0.0,0.0,2017-02-19 21:58
NAP,1.0,2.0,3.0,0.84818,3.0,B,1.0,0.0,0.0,0.0,114,1.0,0.0444,0.15738,1.0,0.0875,Napoli,2.44213,73848,2.0,0.02186,3.0,0.02186,1.0,2017-02-19 21:58
LUD,3.0,3.0,0.0,0.96754,-9.0,A,0.0,0.0,1.0,0.0,13018,3.0,0.0,0.0,0.0,0.0,Ludogorets,1.64795,103285,3.0,0.0,0.0,0.0,0.0,2017-02-19 21:58
BAR,1.0,0.0,5.0,0.64934,16.0,C,1.0,0.0,0.0,0.0,83,1.0,0.03856,0.06506,1.0,0.0532,Barcelona,3.20869,74014,0.0,0.02246,5.0,0.02246,1.0,2017-02-19 21:58
JUV,0.0,2.0,4.0,0.56145,9.0,H,1.0,0.0,0.0,0.0,111,0.0,0.26036,0.80218,1.0,0.47486,Juventus,2.20663,73847,2.0,0.13698,4.0,0.13698,1.0,2017-02-19 21:58
KIEV,3.0,2.0,1.0,0.80262,2.0,B,0.0,0.0,0.0,1.0,440,3.0,0.0,0.0,0.0,0.0,Dynamo Kiev,1.92951,74217,2.0,0.0,1.0,0.0,0.0,2017-02-19 21:58
BMU,2.0,0.0,4.0,0.60609,8.0,D,0.0,1.0,0.0,0.0,132,2.0,0.41434,0.98454,1.0,0.66878,Bayern Munich,2.63057,74078,0.0,0.22824,4.0,0.22824,1.0,2017-02-19 21:58
COP,1.0,3.0,2.0,1.04018,5.0,G,0.0,0.0,1.0,0.0,909,1.0,0.0,0.0,0.0,0.0,FC Copenhagen,1.28719,72960,3.0,0.0,2.0,0.0,0.0,2017-02-19 21:58
MGB,3.0,2.0,1.0,0.98581,-7.0,C,0.0,0.0,1.0,0.0,268,3.0,0.0,0.0,0.0,0.0,Borussia Monchengladbach,1.50088,74048,2.0,0.0,1.0,0.0,0.0,2017-02-19 21:58
WAR,4.0,1.0,1.0,1.53239,-15.0,F,0.0,0.0,1.0,0.0,555,4.0,0.0,0.0,0.0,0.0,Legia Warsaw,1.61261,73949,1.0,0.0,1.0,0.0,0.0,2017-02-19 21:58
SCP,5.0,0.0,1.0,0.8532,-3.0,F,0.0,0.0,0.0,1.0,2250,5.0,0.0,0.0,0.0,0.0,Sporting CP,1.70553,74330,0.0,0.0,1.0,0.0,0.0,2017-02-19 21:58
ARS,0.0,2.0,4.0,0.95242,12.0,A,1.0,0.0,0.0,0.0,359,0.0,0.00464,0.01546,1.0,0.00816,Arsenal,2.50665,73616,2.0,0.0024,4.0,0.0024,1.0,2017-02-19 21:58
POR,1.0,2.0,3.0,0.89798,6.0,G,0.0,1.0,0.0,0.0,437,1.0,0.0174,0.19782,1.0,0.06104,FC Porto,1.89804,74329,2.0,0.0062,3.0,0.0062,1.0,2017-02-19 21:58
TOT,3.0,1.0,2.0,0.76402,0.0,E,0.0,0.0,1.0,0.0,367,3.0,0.0,0.0,0.0,0.0,Tottenham Hotspur,2.06485,73602,1.0,0.0,2.0,0.0,0.0,2017-02-19 21:58
SEV,1.0,2.0,3.0,0.91083,4.0,H,0.0,1.0,0.0,0.0,243,1.0,0.10182,0.7317,1.0,0.27754,Sevilla FC,2.03292,93401,2.0,0.04314,3.0,0.04314,1.0,2017-02-19 21:58
BES,1.0,4.0,1.0,1.50455,-5.0,B,0.0,0.0,1.0,0.0,1895,1.0,0.0,0.0,0.0,0.0,Besiktas,1.75653,74202,4.0,0.0,1.0,0.0,0.0,2017-02-19 21:58
PSV,4.0,2.0,0.0,1.17512,-7.0,D,0.0,0.0,0.0,1.0,148,4.0,0.0,0.0,0.0,0.0,PSV,1.85881,93373,2.0,0.0,0.0,0.0,0.0,2017-02-19 21:58
ROS,3.0,2.0,1.0,1.4208,-6.0,D,0.0,0.0,1.0,0.0,3852,3.0,0.0,0.0,0.0,0.0,Rostov,1.39696,74350,2.0,0.0,1.0,0.0,0.0,2017-02-13 21:59
LYON,2.0,2.0,2.0,1.07703,2.0,H,0.0,0.0,1.0,0.0,167,2.0,0.0,0.0,0.0,0.0,Lyon,1.98766,74432,2.0,0.0,2.0,0.0,0.0,2017-02-13 21:59
MAD,0.0,3.0,3.0,0.83398,6.0,F,0.0,1.0,0.0,0.0,86,0.0,0.19666,0.61246,1.0,0.36954,Real Madrid,2.9099,74013,3.0,0.09808,3.0,0.09808,1.0,2017-02-13 21:59
CBKV,6.0,0.0,0.0,1.51857,-12.0,G,0.0,0.0,0.0,1.0,570,6.0,0.0,0.0,0.0,0.0,Club Brugge,1.02543,72883,0.0,0.0,0.0,0.0,0.0,2017-02-13 21:59
BAS,4.0,2.0,0.0,1.31309,-9.0,A,0.0,0.0,0.0,1.0,989,4.0,0.0,0.0,0.0,0.0,Basel,1.85505,93159,2.0,0.0,0.0,0.0,0.0,2017-02-13 21:59
PSG,0.0,3.0,3.0,0.71428,6.0,A,0.0,1.0,0.0,0.0,160,0.0,0.041,0.1708,1.0,0.08548,Paris Saint-Germain,2.35742,74427,3.0,0.01884,3.0,0.01884,1.0,2017-02-13 21:59
DIN,6.0,0.0,0.0,1.22434,-15.0,H,0.0,0.0,0.0,1.0,597,6.0,0.0,0.0,0.0,0.0,Dinamo Zagreb,1.26939,72934,0.0,0.0,0.0,0.0,0.0,2017-02-13 21:59
DOR,0.0,2.0,4.0,0.94323,12.0,F,1.0,0.0,0.0,0.0,124,0.0,0.12398,0.73406,1.0,0.31934,Borussia Dortmund,2.42512,74050,2.0,0.05204,4.0,0.05204,1.0,2017-02-13 21:59
MON,1.0,2.0,3.0,0.93539,2.0,E,1.0,0.0,0.0,0.0,174,1.0,0.04182,0.32652,1.0,0.1235,AS Monaco,2.32398,74430,2.0,0.01602,3.0,0.01602,1.0,2017-02-13 21:59
LEV,0.0,4.0,2.0,1.0389,4.0,E,0.0,1.0,0.0,0.0,131,0.0,0.03574,0.39192,1.0,0.12126,Bayer Leverkusen,1.92824,74045,4.0,0.01208,2.0,0.01208,1.0,2017-02-13 21:59
MNC,1.0,3.0,2.0,0.71946,2.0,C,0.0,1.0,0.0,0.0,382,1.0,0.18354,0.67348,1.0,0.37156,Manchester City,2.43264,73608,3.0,0.0865,2.0,0.0865,1.0,2017-02-13 21:59
ATL,1.0,0.0,5.0,0.70658,5.0,D,1.0,0.0,0.0,0.0,1068,1.0,0.09146,0.60808,1.0,0.2473,Atletico Madrid,1.81435,74010,0.0,0.03708,5.0,0.03708,1.0,2017-02-13 21:59
LEI,1.0,1.0,4.0,1.24708,1.0,G,1.0,0.0,0.0,0.0,375,1.0,0.00788,0.26896,1.0,0.04462,Leicester City,1.33494,73629,1.0,0.00194,4.0,0.00194,1.0,2017-02-13 21:59
BEN,2.0,2.0,2.0,1.03609,0.0,B,0.0,1.0,0.0,0.0,1929,2.0,0.0135,0.26594,1.0,0.06592,Benfica,2.08219,74332,2.0,0.00382,2.0,0.00382,1.0,2017-02-13 21:59
CSKA,3.0,3.0,0.0,1.15499,-6.0,E,0.0,0.0,0.0,1.0,1963,3.0,0.0,0.0,0.0,0.0,CSKA Moscow,1.4571,74347,3.0,0.0,0.0,0.0,0.0,2017-02-13 21:59
CEL,3.0,3.0,0.0,1.30243,-11.0,C,0.0,0.0,0.0,1.0,256,3.0,0.0,0.0,0.0,0.0,Celtic,2.40609,73714,3.0,0.0,0.0,0.0,0.0,2017-02-13 21:59
NAP,1.0,2.0,3.0,0.84383,3.0,B,1.0,0.0,0.0,0.0,114,1.0,0.09082,0.38754,1.0,0.19714,Napoli,2.43446,73848,2.0,0.04222,3.0,0.04222,1.0,2017-02-13 21:59
LUD,3.0,3.0,0.0,0.96754,-9.0,A,0.0,0.0,1.0,0.0,13018,3.0,0.0,0.0,0.0,0.0,Ludogorets,1.64795,103285,3.0,0.0,0.0,0.0,0.0,2017-02-13 21:59
BAR,1.0,0.0,5.0,0.5685,16.0,C,1.0,0.0,0.0,0.0,83,1.0,0.51696,0.8292,1.0,0.68616,Barcelona,3.33576,74014,0.0,0.31412,5.0,0.31412,1.0,2017-02-13 21:59
JUV,0.0,2.0,4.0,0.53265,9.0,H,1.0,0.0,0.0,0.0,111,0.0,0.24428,0.80958,1.0,0.47266,Juventus,2.19386,73847,2.0,0.1203,4.0,0.1203,1.0,2017-02-13 21:59
KIEV,3.0,2.0,1.0,0.80262,2.0,B,0.0,0.0,0.0,1.0,440,3.0,0.0,0.0,0.0,0.0,Dynamo Kiev,1.92951,74217,2.0,0.0,1.0,0.0,0.0,2017-02-13 21:59
BMU,2.0,0.0,4.0,0.59587,8.0,D,0.0,1.0,0.0,0.0,132,2.0,0.24134,0.65334,1.0,0.41768,Bayern Munich,2.58574,74078,0.0,0.12632,4.0,0.12632,1.0,2017-02-13 21:59
COP,1.0,3.0,2.0,1.04018,5.0,G,0.0,0.0,1.0,0.0,909,1.0,0.0,0.0,0.0,0.0,FC Copenhagen,1.28719,72960,3.0,0.0,2.0,0.0,0.0,2017-02-13 21:59
MGB,3.0,2.0,1.0,0.9765,-7.0,C,0.0,0.0,1.0,0.0,268,3.0,0.0,0.0,0.0,0.0,Borussia Monchengladbach,1.49623,74048,2.0,0.0,1.0,0.0,0.0,2017-02-13 21:59
WAR,4.0,1.0,1.0,1.53239,-15.0,F,0.0,0.0,1.0,0.0,555,4.0,0.0,0.0,0.0,0.0,Legia Warsaw,1.61261,73949,1.0,0.0,1.0,0.0,0.0,2017-02-13 21:59
SCP,5.0,0.0,1.0,0.8532,-3.0,F,0.0,0.0,0.0,1.0,2250,5.0,0.0,0.0,0.0,0.0,Sporting CP,1.70553,74330,0.0,0.0,1.0,0.0,0.0,2017-02-13 21:59
ARS,0.0,2.0,4.0,0.91297,12.0,A,1.0,0.0,0.0,0.0,359,0.0,0.0816,0.34666,1.0,0.17774,Arsenal,2.50683,73616,2.0,0.0377,4.0,0.0377,1.0,2017-02-13 21:59
POR,1.0,2.0,3.0,0.89798,6.0,G,0.0,1.0,0.0,0.0,437,1.0,0.01216,0.19042,1.0,0.05316,FC Porto,1.89804,74329,2.0,0.00372,3.0,0.00372,1.0,2017-02-13 21:59
TOT,3.0,1.0,2.0,0.76402,0.0,E,0.0,0.0,1.0,0.0,367,3.0,0.0,0.0,0.0,0.0,Tottenham Hotspur,2.06485,73602,1.0,0.0,2.0,0.0,0.0,2017-02-13 21:59
SEV,1.0,2.0,3.0,0.93042,4.0,H,0.0,1.0,0.0,0.0,243,1.0,0.07726,0.73104,1.0,0.24694,Sevilla FC,2.0472,93401,2.0,0.02922,3.0,0.02922,1.0,2017-02-13 21:59
BES,1.0,4.0,1.0,1.50455,-5.0,B,0.0,0.0,1.0,0.0,1895,1.0,0.0,0.0,0.0,0.0,Besiktas,1.75653,74202,4.0,0.0,1.0,0.0,0.0,2017-02-13 21:59
PSV,4.0,2.0,0.0,1.17512,-7.0,D,0.0,0.0,0.0,1.0,148,4.0,0.0,0.0,0.0,0.0,PSV,1.85881,93373,2.0,0.0,0.0,0.0,0.0,2017-02-13 21:59
ROS,3.0,1.0,1.0,1.45655,-7.0266,D,0.0,0.0,0.3822,0.6178,3852,3.6178,0.0,0.0,0.0,0.0,Rostov,1.43117,74350,1.2202,0.0,1.162,0.0,0.0,2016-12-05 14:00
LYON,2.0,1.0,2.0,1.04777,2.3002,H,0.0,0.2155,0.7845,0.0,167,2.2981,0.0054,0.0686,0.2155,0.0195,Lyon,1.98583,74432,1.2673,0.0021,2.4346,0.0021,0.2155,2016-12-05 14:00
MAD,0.0,2.0,3.0,0.86349,6.972,F,0.5877,0.4123,0.0,0.0,86,0.2104,0.2382,0.6997,1.0,0.4215,Real Madrid,3.04995,74013,2.2019,0.1232,3.5877,0.1232,1.0,2016-12-05 14:00
CBKV,5.0,0.0,0.0,1.50325,-9.8372,G,0.0,0.0,0.0,1.0,570,5.3015,0.0,0.0,0.0,0.0,Club Brugge,1.05965,72883,0.3074,0.0,0.3911,0.0,0.0,2016-12-05 14:00
BAS,3.0,2.0,0.0,1.29111,-7.4915,A,0.0,0.0,0.7494,0.2506,989,3.7036,0.0,0.0,0.0,0.0,Basel,1.84201,93159,2.182,0.0,0.1144,0.0,0.0,2016-12-05 14:00
PSG,0.0,2.0,3.0,0.73938,7.4618,A,0.2549,0.7451,0.0,0.0,160,0.0705,0.0869,0.4777,1.0,0.2112,Paris Saint-Germain,2.3195,74427,2.1979,0.0366,3.7316,0.0366,1.0,2016-12-05 14:00
DIN,5.0,0.0,0.0,1.22758,-14.9564,H,0.0,0.0,0.0,1.0,597,5.8214,0.0,0.0,0.0,0.0,Dinamo Zagreb,1.27472,72934,0.1417,0.0,0.0369,0.0,0.0,2016-12-05 14:00
DOR,0.0,1.0,4.0,0.94472,11.028,F,0.4123,0.5877,0.0,0.0,124,0.5877,0.1234,0.5638,1.0,0.2761,Borussia Dortmund,2.61952,74050,1.2019,0.0562,4.2104,0.0562,1.0,2016-12-05 14:00
MON,0.0,2.0,3.0,0.96351,4.5791,E,1.0,0.0,0.0,0.0,174,0.4674,0.0449,0.4131,1.0,0.1429,AS Monaco,2.23288,74430,2.259,0.0168,3.2736,0.0168,1.0,2016-12-05 14:00
LEV,0.0,4.0,1.0,0.99856,1.4209,E,0.0,0.8998,0.1002,0.0,131,0.2736,0.0383,0.3206,0.8998,0.1139,Bayer Leverkusen,1.92632,74045,4.259,0.0137,1.4674,0.0137,0.8998,2016-12-05 14:00
MNC,1.0,2.0,2.0,0.75333,4.0204,C,0.0,1.0,0.0,0.0,382,1.0667,0.1911,0.6133,1.0,0.3592,Manchester City,2.64903,73608,2.1303,0.0973,2.803,0.0973,1.0,2016-12-05 14:00
ATL,0.0,0.0,5.0,0.60548,5.1694,D,1.0,0.0,0.0,0.0,1068,0.5665,0.1338,0.61,1.0,0.3007,Atletico Madrid,1.95271,74010,0.2641,0.065,5.1694,0.065,1.0,2016-12-05 14:00
LEI,0.0,1.0,4.0,1.15907,5.4685,G,1.0,0.0,0.0,0.0,375,0.4917,0.0148,0.2997,1.0,0.0683,Leicester City,1.56478,73629,1.2721,0.0043,4.2362,0.0043,1.0,2016-12-05 14:00
BEN,1.0,2.0,2.0,1.02079,0.9009,B,0.3399,0.5047,0.1554,0.0,1929,1.3865,0.0128,0.2311,0.8446,0.0533,Benfica,2.09314,74332,2.2736,0.0045,2.3399,0.0045,0.8446,2016-12-05 14:00
CSKA,2.0,3.0,0.0,1.11819,-5.4257,E,0.0,0.0,0.0741,0.9259,1963,2.7195,0.0,0.0,0.0,0.0,CSKA Moscow,1.42767,74347,3.2064,0.0,0.0741,0.0,0.0,2016-12-05 14:00
CEL,3.0,2.0,0.0,1.33766,-13.0204,C,0.0,0.0,0.0011,0.9989,256,3.803,0.0,0.0,0.0,0.0,Celtic,2.39167,73714,2.1303,0.0,0.0667,0.0,0.0,2016-12-05 14:00
NAP,1.0,2.0,2.0,0.81317,2.0991,B,0.6289,0.2857,0.0854,0.0,114,1.3399,0.0753,0.432,0.9146,0.1852,Napoli,2.04783,73848,2.2736,0.034,2.3865,0.034,0.9146,2016-12-05 14:00
LUD,3.0,2.0,0.0,0.95421,-10.4618,A,0.0,0.0,0.2506,0.7494,13018,3.7316,0.0,0.0,0.0,0.0,Ludogorets,1.55929,103285,2.1979,0.0,0.0705,0.0,0.0,2016-12-05 14:00
BAR,1.0,0.0,4.0,0.64811,13.9269,C,1.0,0.0,0.0,0.0,83,1.0573,0.4021,0.7972,1.0,0.5873,Barcelona,3.13597,74014,0.1439,0.2345,4.7988,0.2345,1.0,2016-12-05 14:00
JUV,0.0,2.0,3.0,0.66009,8.9564,H,0.9471,0.0529,0.0,0.0,111,0.0369,0.1576,0.5862,1.0,0.3168,Juventus,2.23453,73847,2.1417,0.0749,3.8214,0.0749,1.0,2016-12-05 14:00
KIEV,3.0,2.0,0.0,0.816,-2.7101,B,0.0,0.0,0.0,1.0,440,3.1057,0.0,0.0,0.0,0.0,Dynamo Kiev,1.83333,74217,2.211,0.0,0.6833,0.0,0.0,2016-12-05 14:00
BMU,2.0,0.0,3.0,0.66902,7.8306,D,0.0,1.0,0.0,0.0,132,2.1694,0.2461,0.6403,1.0,0.411,Bayern Munich,2.71021,74078,0.2641,0.1298,3.5665,0.1298,1.0,2016-12-05 14:00
COP,1.0,3.0,1.0,1.06109,2.8372,G,0.0,0.153,0.847,0.0,909,1.3911,0.0001,0.0135,0.153,0.0009,FC Copenhagen,1.26644,72960,3.3074,0.0,1.3015,0.0,0.153,2016-12-05 14:00
MGB,2.0,2.0,1.0,1.04562,-4.9269,C,0.0,0.0,0.9989,0.0011,268,2.7988,0.0,0.0,0.0,0.0,Borussia Monchengladbach,1.52421,74048,2.1439,0.0,1.0573,0.0,0.0,2016-12-05 14:00
WAR,4.0,1.0,0.0,1.55193,-16.5386,F,0.0,0.0,0.2429,0.7571,555,4.4921,0.0,0.0,0.0,0.0,Legia Warsaw,1.60131,73949,1.265,0.0,0.2429,0.0,0.0,2016-12-05 14:00
TOT,3.0,1.0,1.0,0.80575,-0.5743,E,0.0,0.1002,0.8257,0.0741,367,3.0741,0.0066,0.0377,0.1002,0.0174,Tottenham Hotspur,1.93203,73602,1.2064,0.003,1.7195,0.003,0.1002,2016-12-05 14:00
ARS,0.0,2.0,3.0,0.83595,10.4915,A,0.7451,0.2549,0.0,0.0,359,0.1144,0.1802,0.6162,1.0,0.3518,Arsenal,2.59615,73616,2.182,0.0888,3.7036,0.0888,1.0,2016-12-05 14:00
POR,1.0,2.0,2.0,0.91551,1.5315,G,0.0,0.847,0.153,0.0,437,1.2362,0.0096,0.1798,0.847,0.0471,FC Porto,1.80475,74329,2.2721,0.0028,2.4917,0.0028,0.847,2016-12-05 14:00
SCP,4.0,0.0,1.0,0.85298,-1.4614,F,0.0,0.0,0.7571,0.2429,2250,4.2429,0.0,0.0,0.0,0.0,Sporting CP,1.73644,74330,0.265,0.0,1.4921,0.0,0.0,2016-12-05 14:00
SEV,1.0,1.0,3.0,1.00217,3.6998,H,0.0529,0.7316,0.2155,0.0,243,1.4346,0.0323,0.3699,0.7845,0.1129,Sevilla FC,1.97949,93401,1.2673,0.0122,3.2981,0.0122,0.7845,2016-12-05 14:00
BES,0.0,4.0,1.0,1.44387,-0.2899,B,0.0312,0.2096,0.7592,0.0,1895,0.6833,0.0005,0.0296,0.2408,0.003,Besiktas,1.78971,74202,4.211,0.0003,1.1057,0.0003,0.2408,2016-12-05 14:00
PSV,4.0,1.0,0.0,1.1968,-5.9734,D,0.0,0.0,0.6178,0.3822,148,4.162,0.0,0.0,0.0,0.0,PSV,1.9168,93373,1.2202,0.0,0.6178,0.0,0.0,2016-12-05 14:00
ROS,3.0,1.0,0.0,1.46764,-10.2353,D,0.0,0.0,0.1921,0.8079,3852,4.4602,0.0,0.0,0.0,0.0,Rostov,1.3059,74350,1.3353,0.0,0.2045,0.0,0.0,2016-11-21 14:00
LYON,2.0,1.0,1.0,1.1076,1.3398,H,0.0,0.067,0.9263,0.0067,167,2.6494,0.0013,0.0174,0.067,0.0051,Lyon,1.79805,74432,1.5367,0.0001,1.8139,0.0001,0.067,2016-11-21 14:00
MAD,0.0,2.0,2.0,0.87212,6.4773,F,0.3324,0.6341,0.0335,0.0,86,0.4691,0.2263,0.6836,0.9665,0.4158,Real Madrid,3.12623,74013,2.4503,0.1156,3.0806,0.1156,0.9665,2016-11-21 14:00
CBKV,4.0,0.0,0.0,1.50474,-10.296,G,0.0,0.0,0.0166,0.9834,570,5.0294,0.0,0.0,0.0,0.0,Club Brugge,1.03685,72883,0.5025,0.0,0.4681,0.0,0.0,2016-11-21 14:00
BAS,3.0,1.0,0.0,1.33712,-8.3288,A,0.0,0.0,0.4033,0.5967,989,4.2784,0.0,0.0,0.0,0.0,Basel,1.87523,93159,1.4298,0.0,0.2918,0.0,0.0,2016-11-21 14:00
PSG,0.0,1.0,3.0,0.7095,6.8349,A,0.2833,0.7167,0.0,0.0,160,0.5944,0.1024,0.495,1.0,0.2295,Paris Saint-Germain,2.3767,74427,1.4555,0.0449,3.9501,0.0449,1.0,2016-11-21 14:00
DIN,4.0,0.0,0.0,1.22381,-14.224,H,0.0,0.0,0.0067,0.9933,597,5.2468,0.0,0.0,0.0,0.0,Dinamo Zagreb,1.3338,72934,0.4173,0.0,0.3359,0.0,0.0,2016-11-21 14:00
DOR,0.0,1.0,3.0,0.86554,9.3915,F,0.6676,0.3324,0.0,0.0,124,0.6162,0.121,0.5601,1.0,0.2705,Borussia Dortmund,2.4757,74050,1.3097,0.0563,4.0741,0.0563,1.0,2016-11-21 14:00
MON,0.0,2.0,2.0,0.99839,3.7665,E,0.5733,0.279,0.1477,0.0,174,0.7929,0.0267,0.3034,0.8523,0.0942,AS Monaco,2.14638,74430,2.5236,0.0102,2.6835,0.0102,0.8523,2016-11-21 14:00
LEV,0.0,3.0,1.0,1.00655,1.9656,E,0.3517,0.4603,0.1833,0.0047,131,0.5146,0.0321,0.3111,0.812,0.1022,Bayer Leverkusen,1.92291,74045,3.5207,0.0127,1.9647,0.0127,0.812,2016-11-21 14:00
